3680,I062,Rheumatic aortic stenosis with insufficiency,Rheumatic aortic stenosis with insufficiency,Rheumatic aortic stenosis with insufficiency,Rheumatic aortic stenosis with insufficiency,Estenose aórtica reumática com insuficiência,I06.2 Estenose aortica reumatica c/insuf,
3681,I068,Other rheumatic aortic valve diseases,Other rheumatic aortic valve diseases,Other rheumatic aortic valve diseases,Other rheumatic aortic valve diseases,Outras doenças reumáticas da valva aórtica,I06.8 Outr doenc reumaticas da valva aortica,
3682,I069,"Rheumatic aortic valve disease, unspecified","Rheumatic aortic valve disease, unspecified","Rheumatic aortic valve disease, unspecified","Rheumatic aortic valve disease, unspecified","Doença reumática da valva aórtica, não especificada",I06.9 Doenc reumatica da valva aortica NE,
3683,I07,Rheumatic tricuspid valve diseases,Rheumatic tricuspid valve diseases,Rheumatic tricuspid valve diseases,Rheumatic tricuspid valve diseases,Doenças reumáticas da valva tricúspide,I07   Doenc reumaticas da valva tricuspide,
3684,I070,Tricuspid stenosis,Tricuspid stenosis,Tricuspid stenosis,Tricuspid stenosis,Estenose tricúspide,I07.0 Estenose tricuspide,
3685,I071,Tricuspid insufficiency,Tricuspid insufficiency,Tricuspid insufficiency,Tricuspid insufficiency,Insuficiência tricúspide,I07.1 Insuf tricuspide,
3686,I072,Tricuspid stenosis with insufficiency,Tricuspid stenosis with insufficiency,Tricuspid stenosis with insufficiency,Tricuspid stenosis with insufficiency,Estenose tricúspide com insuficiência,I07.2 Estenose tricuspide c/insuf,
3687,I078,Other tricuspid valve diseases,Other tricuspid valve diseases,Other tricuspid valve diseases,Other tricuspid valve diseases,Outras doenças da valva tricúspide,I07.8 Outr doenc da valva tricuspide,
3688,I079,"Tricuspid valve disease, unspecified","Tricuspid valve disease, unspecified","Tricuspid valve disease, unspecified","Tricuspid valve disease, unspecified",Doença não especificada da valva tricúspide,I07.9 Doenc NE da valva tricuspide,
3689,I08,Multiple valve diseases,Multiple valve diseases,Multiple valve diseases,Multiple valve diseases,Doenças de múltiplas valvas,I08   Doenc de mult valvas,
3690,I080,Disorders of both mitral and aortic valves,Disorders of both mitral and aortic valves,Disorders of both mitral and aortic valves,Disorders of both mitral and aortic valves,Transtornos de valvas mitral e aórtica,I08.0 Transt de valvas mitral e aortica,
3691,I081,Disorders of both mitral and tricuspid valves,Disorders of both mitral and tricuspid valves,Disorders of both mitral and tricuspid valves,Disorders of both mitral and tricuspid valves,Transtornos de ambas as valvas mitral e tricúspide,I08.1 Transt de ambas as valvas mitral tricuspide,
3692,I082,Disorders of both aortic and tricuspid valves,Disorders of both aortic and tricuspid valves,Disorders of both aortic and tricuspid valves,Disorders of both aortic and tricuspid valves,Transtornos de ambas as valvas aórtica e tricúspide,I08.2 Transt de ambas as valvas aortica tricuspide,
3693,I083,"Combined disorders of mitral, aortic and tricuspid valves","Combined disorders of mitral, aortic and tricuspid valves","Combined disorders of mitral, aortic and tricuspid valves","Combined disorders of mitral, aortic and tricuspid valves","Transtornos das valvas mitral, aórtica e tricúspide",I08.3 Transt das valvas mitral aortica tricuspide,
3694,I088,Other multiple valve diseases,Other multiple valve diseases,Other multiple valve diseases,Other multiple valve diseases,Outras doenças de múltiplas valvas,I08.8 Outr doenc de mult valvas,
3695,I089,"Multiple valve disease, unspecified","Multiple valve disease, unspecified","Multiple valve disease, unspecified","Multiple valve disease, unspecified",Doença não especificada de múltiplas valvas,I08.9 Doenc NE de mult valvas,
3696,I09,Other rheumatic heart diseases,Other rheumatic heart diseases,Other rheumatic heart diseases,Other rheumatic heart diseases,Outras doenças reumáticas do coração,I09   Outr doenc reumaticas do coracao,
3697,I090,Rheumatic myocarditis,Rheumatic myocarditis,Rheumatic myocarditis,Rheumatic myocarditis,Miocardite reumática,I09.0 Miocardite reumatica,
3698,I091,"Rheumatic diseases of endocardium, valve unspecified","Rheumatic diseases of endocardium, valve unspecified","Rheumatic diseases of endocardium, valve unspecified","Rheumatic diseases of endocardium, valve unspecified","Doenças reumáticas do endocárdio, valva não especificada",I09.1 Doenc reumaticas do endocardio valva NE,
3699,I092,Chronic rheumatic pericarditis,Chronic rheumatic pericarditis,Chronic rheumatic pericarditis,Chronic rheumatic pericarditis,Pericardite reumática crônica,I09.2 Pericardite reumatica cronica,
3700,I098,Other specified rheumatic heart diseases,Other specified rheumatic heart diseases,Other specified rheumatic heart diseases,Other specified rheumatic heart diseases,Outras doenças reumáticas especificadas do coração,I09.8 Outr doenc reumaticas espec do coracao,
3701,I099,"Rheumatic heart disease, unspecified","Rheumatic heart disease, unspecified","Rheumatic heart disease, unspecified","Rheumatic heart disease, unspecified",Doença cardíaca reumática não especificada,I09.9 Doenc cardiaca reumatica NE,
3702,I10,Essential (primary) hypertension,Essential (primary) hypertension,Essential (primary) hypertension,Essential (primary) hypertension,Hipertensão essencial (primária),I10   Hipertensao essencial,
3703,I11,Hypertensive heart disease,Hypertensive heart disease,Hypertensive heart disease,Hypertensive heart disease,Doença cardíaca hipertensiva,I11   Doenc cardiaca hipertensiva,
3704,I110,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease with (congestive) heart failure,Hypertensive heart disease with (congestive) heart failure,Doença cardíaca hipertensiva com insuficiência cardíaca (congestiva),I11.0 Doenc cardiaca hipertensiva c/insuf cardiaca,
3705,I119,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease without (congestive) heart failure,Hypertensive heart disease without (congestive) heart failure,Doença cardíaca hipertensiva sem insuficiência cardíaca (congestiva),I11.9 Doenc cardiaca hipertensiva s/insuf cardiaca,
3706,I12,Hypertensive renal disease,Hypertensive renal disease,Hypertensive renal disease,Hypertensive renal disease,Doença renal hipertensiva,I12   Doenc renal hipertensiva,
3707,I120,Hypertensive renal disease with renal failure,Hypertensive renal disease with renal failure,Hypertensive renal disease with renal failure,Hypertensive renal disease with renal failure,Doença renal hipertensiva com insuficiência renal,I12.0 Doenc renal hipertensiva c/insuf renal,
3708,I129,Hypertensive renal disease without renal failure,Hypertensive renal disease without renal failure,Hypertensive renal disease without renal failure,Hypertensive renal disease without renal failure,Doença renal hipertensiva sem insuficiência renal,I12.9 Doenc renal hipertensiva s/insuf renal,
3709,I13,Hypertensive heart and renal disease,Hypertensive heart and renal disease,Hypertensive heart and renal disease,Hypertensive heart and renal disease,Doença cardíaca e renal hipertensiva,I13   Doenc cardiaca e renal hipertensiva,
3710,I130,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and renal disease with (congestive) heart failure,Hypertensive heart and renal disease with (congestive) heart failure,Doença cardíaca e renal hipertensiva com insuficiência cardíaca (congestiva),I13.0 Doenc cardiaca e renal hipert c/insufic card,
3711,I131,Hypertensive heart and renal disease with renal failure,Hypertensive heart and renal disease with renal failure,Hypertensive heart and renal disease with renal failure,Hypertensive heart and renal disease with renal failure,Doença cardíaca e renal hipertensiva com insuficiência renal,I13.1 Doenc cardiaca e renal hipert c/insuf renal,
3712,I132,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,Doença cardíaca e renal hipertensiva com insuficiência cardíaca (congestiva) e insuficiência renal,I13.2 Doenc card renal hipert c/insuf card e renal,
3713,I139,"Hypertensive heart and renal disease, unspecified","Hypertensive heart and renal disease, unspecified","Hypertensive heart and renal disease, unspecified","Hypertensive heart and renal disease, unspecified","Doença cardíaca e renal hipertensiva, não especificada",I13.9 Doenc cardiaca e renal hipertensiva NE,
3714,I15,Secondary hypertension,Secondary hypertension,Secondary hypertension,Secondary hypertension,Hipertensão secundária,I15   Hipertensao secund,
3715,I150,Renovascular hypertension,Renovascular hypertension,Renovascular hypertension,Renovascular hypertension,Hipertensão renovascular,I15.0 Hipertensao renovascular,
3716,I151,Hypertension secondary to other renal disorders,Hypertension secondary to other renal disorders,Hypertension secondary to other renal disorders,Hypertension secondary to other renal disorders,Hipertensão secundária a outras afecções renais,I15.1 Hipertensao secund a outr afeccoes renais,
3717,I152,Hypertension secondary to endocrine disorders,Hypertension secondary to endocrine disorders,Hypertension secondary to endocrine disorders,Hypertension secondary to endocrine disorders,Hipertensão secundária a afecções endócrinas,I15.2 Hipertensao secund a afeccoes endocrinas,
3718,I158,Other secondary hypertension,Other secondary hypertension,Other secondary hypertension,Other secondary hypertension,Outras formas de hipertensão secundária,I15.8 Outr form de hipertensao secund,
3719,I159,"Secondary hypertension, unspecified","Secondary hypertension, unspecified","Secondary hypertension, unspecified","Secondary hypertension, unspecified","Hipertensão secundária, não especificada",I15.9 Hipertensao secund NE,
3720,I20,Angina pectoris,Angina pectoris,Angina pectoris,Angina pectoris,Angina pectoris,I20   Angina pectoris,
3721,I200,Unstable angina,Unstable angina,Unstable angina,Unstable angina,Angina instável,I20.0 Angina instavel,
3722,I201,Angina pectoris with documented spasm,Angina pectoris with documented spasm,Angina pectoris with documented spasm,Angina pectoris with documented spasm,Angina pectoris com espasmo documentado,I20.1 Angina pectoris c/espasmo documentado,
3723,I208,Other forms of angina pectoris,Other forms of angina pectoris,Other forms of angina pectoris,Other forms of angina pectoris,Outras formas de angina pectoris,I20.8 Outr form de angina pectoris,
3724,I209,"Angina pectoris, unspecified","Angina pectoris, unspecified","Angina pectoris, unspecified","Angina pectoris, unspecified","Angina pectoris, não especificada",I20.9 Angina pectoris NE,
3725,I21,Acute myocardial infarction,Acute myocardial infarction,Acute myocardial infarction,Acute myocardial infarction,Infarto agudo do miocárdio,I21   Infarto agudo do miocardio,
3726,I210,Acute transmural myocardial infarction of anterior wall,Acute transmural myocardial infarction of anterior wall,Acute transmural myocardial infarction of anterior wall,Acute transmural myocardial infarction of anterior wall,Infarto agudo transmural da parede anterior do miocárdio,I21.0 Infarto agudo transmural parede ant miocard,
3727,I211,Acute transmural myocardial infarction of inferior wall,Acute transmural myocardial infarction of inferior wall,Acute transmural myocardial infarction of inferior wall,Acute transmural myocardial infarction of inferior wall,Infarto agudo transmural da parede inferior do miocárdio,I21.1 Infarto agudo transmural parede inf miocard,
3728,I212,Acute transmural myocardial infarction of other sites,Acute transmural myocardial infarction of other sites,Acute transmural myocardial infarction of other sites,Acute transmural myocardial infarction of other sites,Infarto agudo transmural do miocárdio de outras localizações,I21.2 Infarto agudo transmural miocardio outr loc,
3729,I213,Acute transmural myocardial infarction of unspecified site,Acute transmural myocardial infarction of unspecified site,Acute transmural myocardial infarction of unspecified site,Acute transmural myocardial infarction of unspecified site,"Infarto agudo transmural do miocárdio, de localização não especificada",I21.3 Infarto agudo transmural miocardio loc NE,
3730,I214,Acute subendocardial myocardial infarction,Acute subendocardial myocardial infarction,Acute subendocardial myocardial infarction,Acute subendocardial myocardial infarction,Infarto agudo subendocárdico do miocárdio,I21.4 Infarto agudo subendocardico do miocardio,
3731,I219,"Acute myocardial infarction, unspecified","Acute myocardial infarction, unspecified","Acute myocardial infarction, unspecified","Acute myocardial infarction, unspecified",Infarto agudo do miocárdio não especificado,I21.9 Infarto agudo do miocardio NE,
3732,I22,Subsequent myocardial infarction,Subsequent myocardial infarction,Subsequent myocardial infarction,Subsequent myocardial infarction,Infarto do miocárdio recorrente,I22   Infarto do miocardio recorrente,
3733,I220,Subsequent myocardial infarction of anterior wall,Subsequent myocardial infarction of anterior wall,Subsequent myocardial infarction of anterior wall,Subsequent myocardial infarction of anterior wall,Infarto do miocárdio recorrente da parede anterior,I22.0 Infarto do miocardio recorrente parede ant,
3734,I221,Subsequent myocardial infarction of inferior wall,Subsequent myocardial infarction of inferior wall,Subsequent myocardial infarction of inferior wall,Subsequent myocardial infarction of inferior wall,Infarto do miocárdio recorrente da parede inferior,I22.1 Infarto do miocardio recorrente parede infer,
3735,I228,Subsequent myocardial infarction of other sites,Subsequent myocardial infarction of other sites,Subsequent myocardial infarction of other sites,Subsequent myocardial infarction of other sites,Infarto do miocárdio recorrente de outras localizações,I22.8 Infarto do miocardio recorrente outr localiz,
3736,I229,Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction of unspecified site,Subsequent myocardial infarction of unspecified site,Infarto do miocárdio recorrente de localização não especificada,I22.9 Infarto do miocardio recorrente localiz NE,
3737,I23,Certain current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,Certain current complications following acute myocardial infarction,Algumas complicações atuais subseqüentes ao infarto agudo do miocárdio,I23   Alg complic atuais subs infarto agud miocard,
3738,I230,Haemopericardium as current complication following acute myocardial infarction,Haemopericardium as current complication following acute myocardial infarction,Haemopericardium as current complication following acute myocardial infarction,Haemopericardium as current complication following acute myocardial infarction,Hemopericárdio como complicação atual subseqüente ao infarto agudo do miocárdio,I23.0 Hemoperic c/compl subs infart agud miocard,
3739,I231,Atrial septal defect as current complication following acute myocardial infarction,Atrial septal defect as current complication following acute myocardial infarction,Atrial septal defect as current complication following acute myocardial infarction,Atrial septal defect as current complication following acute myocardial infarction,Comunicação interatrial como complicação atual subseqüente ao infarto agudo do miocárdio,I23.1 Com interatr c/comp atual subs inf agud mioc,
3740,I232,Ventricular septal defect as current complication following acute myocardial infarction,Ventricular septal defect as current complication following acute myocardial infarction,Ventricular septal defect as current complication following acute myocardial infarction,Ventricular septal defect as current complication following acute myocardial infarction,Comunicação interventricular como complicação atual subseqüente ao infarto agudo do miocárdio,I23.2 Com interven c/comp atual subs inf agud mioc,
3741,I233,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction,Ruptura da parede do coração sem ocorrência de hemopericárdio como complicação atual subseqüente ao infarto agudo do miocárdio,I23.3 Rupt par cor s/hemop c/comp subs inf ag mioc,
3742,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,Rupture of chordae tendineae as current complication following acute myocardial infarction,Rupture of chordae tendineae as current complication following acute myocardial infarction,Rupture of chordae tendineae as current complication following acute myocardial infarction,Ruptura de cordoalhas tendíneas como complicação atual subseqüente ao infarto agudo do miocárdio,I23.4 Rupt cord tend c/comp atual subs inf ag mioc,
3743,I235,Rupture of papillary muscle as current complication following acute myocardial infarction,Rupture of papillary muscle as current complication following acute myocardial infarction,Rupture of papillary muscle as current complication following acute myocardial infarction,Rupture of papillary muscle as current complication following acute myocardial infarction,Ruptura de músculos papilares como complicação atual subseqüente ao infarto agudo do miocárdio,I23.5 Rupt musc pap c/comp atual subs inf ag mioc,
3744,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction","Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction","Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction","Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction","Trombose de átrio, aurícula e ventrículo como complicação atual subseqüente ao infarto agudo do miocárdio",I23.6 Tromb atr aur/vent c/comp at sub inf ag mioc,
3745,I238,Other current complications following acute myocardial infarction,Other current complications following acute myocardial infarction,Other current complications following acute myocardial infarction,Other current complications following acute myocardial infarction,Outras complicações atuais subseqüentes ao infarto agudo do miocárdio,I23.8 Outr complic atuais subs infart agud miocard,
3746,I24,Other acute ischaemic heart diseases,Other acute ischaemic heart diseases,Other acute ischaemic heart diseases,Other acute ischaemic heart diseases,Outras doenças isquêmicas agudas do coração,I24   Outr doenc isquemicas agudas do coracao,
3747,I240,Coronary thrombosis not resulting in myocardial infarction,Coronary thrombosis not resulting in myocardial infarction,Coronary thrombosis not resulting in myocardial infarction,Coronary thrombosis not resulting in myocardial infarction,Trombose coronária que não resulta em infarto do miocárdio,I24.0 Tromb coronaria q n result infarto miocardio,
3748,I241,Dressler's syndrome,Dressler's syndrome,Dressler's syndrome,Dressler's syndrome,Síndrome de Dressler,I24.1 Sindr de Dressler,
3749,I248,Other forms of acute ischaemic heart disease,Other forms of acute ischaemic heart disease,Other forms of acute ischaemic heart disease,Other forms of acute ischaemic heart disease,Outras formas de doença isquêmica aguda do coração,I24.8 Outr form doenc isquemica aguda do coracao,
3750,I249,"Acute ischaemic heart disease, unspecified","Acute ischaemic heart disease, unspecified","Acute ischaemic heart disease, unspecified","Acute ischaemic heart disease, unspecified",Doença isquêmica aguda do coração não especificada,I24.9 Doenc isquemica aguda do coracao NE,
3751,I25,Chronic ischaemic heart disease,Chronic ischaemic heart disease,Chronic ischaemic heart disease,Chronic ischaemic heart disease,Doença isquêmica crônica do coração,I25   Doenc isquemica cronica do coracao,
3752,I250,"Atherosclerotic cardiovascular disease, so described","Atherosclerotic cardiovascular disease, so described","Atherosclerotic cardiovascular disease, so described","Atherosclerotic cardiovascular disease, so described","Doença cardiovascular aterosclerótica, descrita desta maneira",I25.0 Doenc cardiovasc ateroscler descr deste modo,
3753,I251,Atherosclerotic heart disease,Atherosclerotic heart disease,Atherosclerotic heart disease,Atherosclerotic heart disease,Doença aterosclerótica do coração,I25.1 Doenc aterosclerotica do coracao,
3754,I252,Old myocardial infarction,Old myocardial infarction,Old myocardial infarction,Old myocardial infarction,Infarto antigo do miocárdio,I25.2 Infarto antigo do miocardio,
3755,I253,Aneurysm of heart,Aneurysm of heart,Aneurysm of heart,Aneurysm of heart,Aneurisma cardíaco,I25.3 Aneurisma cardiaco,
3756,I254,Coronary artery aneurysm,Coronary artery aneurysm,Coronary artery aneurysm,Coronary artery aneurysm,Aneurisma de artéria coronária,I25.4 Aneurisma de arteria coronaria,
3757,I255,Ischaemic cardiomyopathy,Ischaemic cardiomyopathy,Ischaemic cardiomyopathy,Ischaemic cardiomyopathy,Miocardiopatia isquêmica,I25.5 Miocardiopatia isquemica,
3758,I256,Silent myocardial ischaemia,Silent myocardial ischaemia,Silent myocardial ischaemia,Silent myocardial ischaemia,Isquemia miocárdica silenciosa,I25.6 Isquemia miocardica silenciosa,
3759,I258,Other forms of chronic ischaemic heart disease,Other forms of chronic ischaemic heart disease,Other forms of chronic ischaemic heart disease,Other forms of chronic ischaemic heart disease,Outras formas de doença isquêmica crônica do coração,I25.8 Outr form de doenc isquemica cronica coracao,
3760,I259,"Chronic ischaemic heart disease, unspecified","Chronic ischaemic heart disease, unspecified","Chronic ischaemic heart disease, unspecified","Chronic ischaemic heart disease, unspecified",Doença isquêmica crônica do coração não especificada,I25.9 Doenc isquemica cronica do coracao NE,
3761,I26,Pulmonary embolism,Pulmonary embolism,Pulmonary embolism,Pulmonary embolism,Embolia pulmonar,I26   Embolia pulmonar,
3762,I260,Pulmonary embolism with mention of acute cor pulmonale,Pulmonary embolism with mention of acute cor pulmonale,Pulmonary embolism with mention of acute cor pulmonale,Pulmonary embolism with mention of acute cor pulmonale,Embolia pulmonar com menção de cor pulmonale agudo,I26.0 Embolia pulmonar c/menc cor pulmonale agudo,
3763,I269,Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism without mention of acute cor pulmonale,Pulmonary embolism without mention of acute cor pulmonale,Embolia pulmonar sem menção de cor pulmonale agudo,I26.9 Embolia pulmonar s/menc cor pulmonale agudo,
3764,I27,Other pulmonary heart diseases,Other pulmonary heart diseases,Other pulmonary heart diseases,Other pulmonary heart diseases,Outras formas de doença cardíaca pulmonar,I27   Outr form de doenc cardiaca pulmonar,
3765,I270,Primary pulmonary hypertension,Primary pulmonary hypertension,Primary pulmonary hypertension,Primary pulmonary hypertension,Hipertensão pulmonar primária,I27.0 Hipertensao pulmonar prim,
3766,I271,Kyphoscoliotic heart disease,Kyphoscoliotic heart disease,Kyphoscoliotic heart disease,Kyphoscoliotic heart disease,Cardiopatia cifoescoliótica,I27.1 Cardiopatia cifoescoliotica,
3767,I272,Other secondary pulmonary hypertension,Other secondary pulmonary hypertension,Other secondary pulmonary hypertension,Other secondary pulmonary hypertension,Outra hipertensão pulmonar secundária,I27.2 Outra hipertensao pulmonar secundaria,
3768,I278,Other specified pulmonary heart diseases,Other specified pulmonary heart diseases,Other specified pulmonary heart diseases,Other specified pulmonary heart diseases,Outras doenças pulmonares do coração especificadas,I27.8 Outr doenc pulmonares do coracao espec,
3769,I279,"Pulmonary heart disease, unspecified","Pulmonary heart disease, unspecified","Pulmonary heart disease, unspecified","Pulmonary heart disease, unspecified",Cardiopatia pulmonar não especificada,I27.9 Cardiopatia pulmonar NE,
3770,I28,Other diseases of pulmonary vessels,Other diseases of pulmonary vessels,Other diseases of pulmonary vessels,Other diseases of pulmonary vessels,Outras doenças dos vasos pulmonares,I28   Outr doenc dos vasos pulmonares,
3771,I280,Arteriovenous fistula of pulmonary vessels,Arteriovenous fistula of pulmonary vessels,Arteriovenous fistula of pulmonary vessels,Arteriovenous fistula of pulmonary vessels,Fístula arteriovenosa de vasos pulmonares,I28.0 Fistula arteriovenosa de vasos pulmonares,
3772,I281,Aneurysm of pulmonary artery,Aneurysm of pulmonary artery,Aneurysm of pulmonary artery,Aneurysm of pulmonary artery,Aneurisma da artéria pulmonar,I28.1 Aneurisma da arteria pulmonar,
3773,I288,Other specified diseases of pulmonary vessels,Other specified diseases of pulmonary vessels,Other specified diseases of pulmonary vessels,Other specified diseases of pulmonary vessels,Outras doenças especificadas dos vasos pulmonares,I28.8 Outr doenc espec dos vasos pulmonares,
3774,I289,"Disease of pulmonary vessels, unspecified","Disease of pulmonary vessels, unspecified","Disease of pulmonary vessels, unspecified","Disease of pulmonary vessels, unspecified",Doença não especificada dos vasos pulmonares,I28.9 Doenc NE dos vasos pulmonares,
3775,I30,Acute pericarditis,Acute pericarditis,Acute pericarditis,Acute pericarditis,Pericardite aguda,I30   Pericardite aguda,
3776,I300,Acute nonspecific idiopathic pericarditis,Acute nonspecific idiopathic pericarditis,Acute nonspecific idiopathic pericarditis,Acute nonspecific idiopathic pericarditis,Pericardite aguda idiopática não específica,I30.0 Pericardite aguda idiopatica nao especifica,
3777,I301,Infective pericarditis,Infective pericarditis,Infective pericarditis,Infective pericarditis,Pericardite infecciosa,I30.1 Pericardite infecc,
3778,I308,Other forms of acute pericarditis,Other forms of acute pericarditis,Other forms of acute pericarditis,Other forms of acute pericarditis,Outras formas de pericardite aguda,I30.8 Outr form de pericardite aguda,
3779,I309,"Acute pericarditis, unspecified","Acute pericarditis, unspecified","Acute pericarditis, unspecified","Acute pericarditis, unspecified",Pericardite aguda não especificada,I30.9 Pericardite aguda NE,
3780,I31,Other diseases of pericardium,Other diseases of pericardium,Other diseases of pericardium,Other diseases of pericardium,Outras doenças do pericárdio,I31   Outr doenc do pericardio,
3781,I310,Chronic adhesive pericarditis,Chronic adhesive pericarditis,Chronic adhesive pericarditis,Chronic adhesive pericarditis,Pericardite adesiva crônica,I31.0 Pericardite adesiva cronica,
3782,I311,Chronic constrictive pericarditis,Chronic constrictive pericarditis,Chronic constrictive pericarditis,Chronic constrictive pericarditis,Pericardite constritiva crônica,I31.1 Pericardite constritiva cronica,
3783,I312,"Haemopericardium, not elsewhere classified","Haemopericardium, not elsewhere classified","Haemopericardium, not elsewhere classified","Haemopericardium, not elsewhere classified",Hemopericárdio não classificado em outra parte,I31.2 Hemopericardio NCOP,
3784,I313,Pericardial effusion (noninflammatory),Pericardial effusion (noninflammatory),Pericardial effusion (noninflammatory),Pericardial effusion (noninflammatory),Derrame pericárdico (não-inflamatório),I31.3 Derrame pericardico,
3785,I318,Other specified diseases of pericardium,Other specified diseases of pericardium,Other specified diseases of pericardium,Other specified diseases of pericardium,Outras doenças especificadas do pericárdio,I31.8 Outr doenc espec do pericardio,
3786,I319,"Disease of pericardium, unspecified","Disease of pericardium, unspecified","Disease of pericardium, unspecified","Disease of pericardium, unspecified",Doença não especificada do pericárdio,I31.9 Doenc NE do pericardio,
3787,I32,Pericarditis in diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Pericarditis in diseases classified elsewhere,Pericardite em doenças classificadas em outra parte,I32   Pericardite em doenc COP,
3788,I320,Pericarditis in bacterial diseases classified elsewhere,Pericarditis in bacterial diseases classified elsewhere,Pericarditis in bacterial diseases classified elsewhere,Pericarditis in bacterial diseases classified elsewhere,Pericardite em doenças bacterianas classificadas em outra parte,I32.0 Pericardite em doenc bacter COP,
3789,I321,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericarditis in other infectious and parasitic diseases classified elsewhere,Pericardite em outras doenças infecciosas e parasitárias classificadas em outra parte,I32.1 Pericardite outr doenc infecc e parasit COP,
3790,I328,Pericarditis in other diseases classified elsewhere,Pericarditis in other diseases classified elsewhere,Pericarditis in other diseases classified elsewhere,Pericarditis in other diseases classified elsewhere,Pericardite em outras doenças classificadas em outra parte,I32.8 Pericardite em outr doenc COP,
3791,I33,Acute and subacute endocarditis,Acute and subacute endocarditis,Acute and subacute endocarditis,Acute and subacute endocarditis,Endocardite aguda e subaguda,I33   Endocardite aguda e subaguda,
3792,I330,Acute and subacute infective endocarditis,Acute and subacute infective endocarditis,Acute and subacute infective endocarditis,Acute and subacute infective endocarditis,Endocardite infecciosa aguda e subaguda,I33.0 Endocardite infecc aguda e subaguda,
3793,I339,"Acute endocarditis, unspecified","Acute endocarditis, unspecified","Acute endocarditis, unspecified","Acute endocarditis, unspecified",Endocardite aguda não especificada,I33.9 Endocardite aguda NE,
3794,I34,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,Nonrheumatic mitral valve disorders,Transtornos não-reumáticos da valva mitral,I34   Transt nao-reumaticos da valva mitral,
3795,I340,Mitral (valve) insufficiency,Mitral (valve) insufficiency,Mitral (valve) insufficiency,Mitral (valve) insufficiency,Insuficiência (da valva) mitral,I34.0 Insuf mitral,
3796,I341,Mitral (valve) prolapse,Mitral (valve) prolapse,Mitral (valve) prolapse,Mitral (valve) prolapse,Prolapso (da valva) mitral,I34.1 Prolapso mitral,
3797,I342,Nonrheumatic mitral (valve) stenosis,Nonrheumatic mitral (valve) stenosis,Nonrheumatic mitral (valve) stenosis,Nonrheumatic mitral (valve) stenosis,"Estenose (da valva) mitral, não-reumática",I34.2 Estenose mitral nao-reumatica,
3798,I348,Other nonrheumatic mitral valve disorders,Other nonrheumatic mitral valve disorders,Other nonrheumatic mitral valve disorders,Other nonrheumatic mitral valve disorders,Outros transtornos não-reumáticos da valva mitral,I34.8 Outr transt nao-reumaticos da valva mitral,
3799,I349,"Nonrheumatic mitral valve disorder, unspecified","Nonrheumatic mitral valve disorder, unspecified","Nonrheumatic mitral valve disorder, unspecified","Nonrheumatic mitral valve disorder, unspecified","Transtornos não-reumáticos da valva mitral, não especificados",I34.9 Transt nao-reumaticos da valva mitral NE,
3800,I35,Nonrheumatic aortic valve disorders,Nonrheumatic aortic valve disorders,Nonrheumatic aortic valve disorders,Nonrheumatic aortic valve disorders,Transtornos não-reumáticos da valva aórtica,I35   Transt nao-reumaticos da valva aortica,
3801,I350,Aortic (valve) stenosis,Aortic (valve) stenosis,Aortic (valve) stenosis,Aortic (valve) stenosis,Estenose (da valva) aórtica,I35.0 Estenose aortica,
3802,I351,Aortic (valve) insufficiency,Aortic (valve) insufficiency,Aortic (valve) insufficiency,Aortic (valve) insufficiency,Insuficiência (da valva) aórtica,I35.1 Insuf aortica,
3803,I352,Aortic (valve) stenosis with insufficiency,Aortic (valve) stenosis with insufficiency,Aortic (valve) stenosis with insufficiency,Aortic (valve) stenosis with insufficiency,Estenose (da valva) aórtica com insuficiência,I35.2 Estenose aortica c/insuf,
